# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.557651194161735475e-05 2.281924571434501559e-05 3.931653918698430061e-04 6.862825557618634775e-06 8.100000000000000000e+01 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.328125654254108667e-05 2.257353480672463775e-05 2.201857205363921821e-05 6.992096132307779044e-06 8.100000000000000000e+01 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+03 7.059403287712484598e-05 2.028850394708570093e-05 1.121161494666012004e-05 4.978944161848630756e-06 1.839590966701507568e-01 5.948608304606750607e-05 1.248138770461082458e-02 3.207942522731599411e-10 1.546334533486515284e-05 1.865394733613356948e-05 6.652894626313354820e-06 4.844132035941584036e-06 1.839590966701507568e-01 5.948608304606750607e-05 1.248138770461082458e-02 3.207942522731599411e-10
2.000000000000000000e+03 3.847419793601147830e-05 1.919852547871414572e-05 6.906732778588775545e-06 3.107114252998144366e-06 1.511144546384457499e-06 1.642774805077351630e-11 1.421263107204140397e-08 2.374232810353760215e-09 9.018866876431275159e-06 1.861336568254046142e-05 5.125045845488784835e-06 3.097515673289308324e-06 1.511144546384457499e-06 1.642774805077351630e-11 1.421263107204140397e-08 2.374232810353760215e-09
2.000000000000000000e+03 3.847419793601147830e-05 1.919852547871414572e-05 6.906732778588775545e-06 3.107114252998144366e-06 1.511144546384457499e-06 1.642774805077351630e-11 1.421263107204140397e-08 2.374232810353760215e-09 9.018866876431275159e-06 1.861336568254046142e-05 5.125045845488784835e-06 3.097515673289308324e-06 1.511144546384457499e-06 1.642774805077351630e-11 1.421263107204140397e-08 2.374232810353760215e-09
1.000000000000000000e+04 1.731780116642767098e-06 1.345014788967091590e-05 8.074883908193442039e-07 4.543762699427134066e-08 1.782609615474939346e-10 1.114131009671837091e-11 2.721043390607746915e-10 2.797331810633352234e-11 6.760033102182205766e-07 1.344759039056953043e-05 8.068508918768202420e-07 5.342052133983088424e-08 1.782609615474939346e-10 1.114131009671837091e-11 2.721043390607746915e-10 2.797331810633352234e-11
2.000000000000000000e+04 1.224306402036745567e-06 7.175063274189596996e-06 2.153170726160169579e-06 5.998247587513105827e-08 2.328306436538696289e-10 1.088018564132653410e-10 6.008582520422578455e-12 1.427921531016451695e-10 1.009782863548025489e-06 7.189501502580242231e-06 2.161289103241870180e-06 6.753469961040536873e-08 2.328306436538696289e-10 1.088018564132653410e-10 6.008582520422578455e-12 1.427921531016451695e-10
3.000000000000000000e+04 8.890647222870029509e-07 3.798593752435408533e-06 1.876655346677580383e-06 8.629293546391636482e-08 1.114131009671837091e-09 4.780531526193954051e-11 1.045585840131479927e-11 1.862471010749544575e-10 7.762324685245403089e-07 3.810690941463690251e-06 1.885845563265320379e-06 8.747134927489241818e-08 1.114131009671837091e-09 4.780531526193954051e-11 1.045585840131479927e-11 1.862471010749544575e-10
4.000000000000000000e+04 5.761867214459925890e-07 2.015903646679362282e-06 1.242068037754506804e-06 8.985225008473207708e-08 5.820766091346740723e-11 1.151079231931362301e-12 1.289657269865074340e-11 5.130906810535407203e-11 5.205113779993553180e-07 2.022421085712267086e-06 1.247963496098236647e-06 9.024488178965839325e-08 5.820766091346740723e-11 1.151079231931362301e-12 1.289657269865074340e-11 5.130906810535407203e-11
5.000000000000000000e+04 3.713274736583116464e-07 1.218273496306210291e-06 8.319777293763763737e-07 6.729388957182891318e-08 0.000000000000000000e+00 2.273736754432320595e-13 1.164424112687356683e-11 5.020434068470081002e-11 3.484924775420950027e-07 1.221728780365083367e-06 8.359637035937339533e-07 6.756445003475164413e-08 0.000000000000000000e+00 2.273736754432320595e-13 1.164424112687356683e-11 5.020434068470081002e-11
6.000000000000000000e+04 2.535869327857653843e-07 8.008892677935364190e-07 5.765195965068414807e-07 5.350893061972783471e-08 2.046363078989088535e-10 1.026734253173344769e-12 2.829936285309031518e-11 7.650154121296992571e-11 2.396715217400924303e-07 8.035986525101179723e-07 5.792184083475149237e-07 5.355736476531092194e-08 2.046363078989088535e-10 1.026734253173344769e-12 2.829936285309031518e-11 7.650154121296992571e-11
7.000000000000000000e+04 1.786846439699729672e-07 5.478143521031597629e-07 4.112067415462661302e-07 4.472271086797263706e-08 7.648850441910326481e-10 2.751221472863107920e-11 2.106483876218590012e-10 1.394030897661213686e-11 1.676890946100684232e-07 5.498834525496931747e-07 4.131692605824355269e-07 4.474654602404370962e-08 7.648850441910326481e-10 2.751221472863107920e-11 2.106483876218590012e-10 1.394030897661213686e-11
8.000000000000000000e+04 1.286153263890810194e-07 3.848711571663443465e-07 2.994176213633181760e-07 3.877772769556031562e-08 9.094947017729282379e-13 3.197442310920450836e-12 2.132516385700000683e-12 2.825974176889900491e-11 1.191363310226734029e-07 3.863363247091911035e-07 3.008687201599968830e-07 3.879900489778265182e-08 9.094947017729282379e-13 3.197442310920450836e-12 2.132516385700000683e-12 2.825974176889900491e-11
9.000000000000000000e+04 9.664768896300302004e-08 2.750302314780128654e-07 2.210866512086795410e-07 3.439053131160108023e-08 1.313310349360108376e-09 3.218794120130041847e-10 2.735611737136878219e-11 2.253318365230683185e-10 8.841291787575755734e-08 2.760767756626592018e-07 2.221596417939508683e-07 3.441306972717939061e-08 1.313310349360108376e-09 3.218794120130041847e-10 2.735611737136878219e-11 2.253318365230683185e-10
1.000000000000000000e+05 7.170486782115403912e-08 2.021951672759314533e-07 1.664687516722551663e-07 3.094678291404306947e-08 3.637978807091712952e-12 5.115907697472721338e-11 3.973021911463092692e-11 4.761233074468407267e-11 6.447528733133367496e-08 2.029593986208055867e-07 1.672668759056250565e-07 3.096854328532572254e-08 3.637978807091712952e-12 5.115907697472721338e-11 3.973021911463092692e-11 4.761233074468407267e-11
1.100000000000000000e+05 5.541853553836517676e-08 1.511409237764382851e-07 1.263807689610985108e-07 2.792872777490629232e-08 1.537046045996248722e-10 5.115907697472721338e-11 2.536726384505527676e-11 1.120980565316731514e-11 4.898547345533188491e-08 1.517032330866641132e-07 1.269742284648600616e-07 2.794779163650673581e-08 1.537046045996248722e-10 5.115907697472721338e-11 2.536726384505527676e-11 1.120980565316731514e-11
1.200000000000000000e+05 4.528510189061307756e-08 1.137996932243368065e-07 9.677384582573722582e-08 2.520074815492989728e-08 1.309672370553016663e-10 3.769073941839451436e-11 7.729372697440339834e-13 1.501021529293211643e-11 3.948064630776570993e-08 1.142108843055211764e-07 9.721541260887534008e-08 2.521629482998832827e-08 1.309672370553016663e-10 3.769073941839451436e-11 7.729372697440339834e-13 1.501021529293211643e-11
1.300000000000000000e+05 3.640335322074861324e-08 8.769029591348953545e-08 7.549322589284201968e-08 2.273346488834704360e-08 3.274180926382541656e-11 1.278976924368180335e-11 1.654876236045765836e-11 2.782219767072380279e-12 3.108711155164201045e-08 8.799577244644751772e-08 7.582605832112676580e-08 2.274498811516423302e-08 3.274180926382541656e-11 1.278976924368180335e-11 1.654876236045765836e-11 2.782219767072380279e-12
1.400000000000000000e+05 3.051165009537726291e-08 6.849864320201959345e-08 5.894127852457131667e-08 2.042347269082256389e-08 4.010871634818613529e-10 1.278976924368180335e-13 2.798317133567707060e-11 1.448094769096464063e-11 2.558888567705253081e-08 6.872546975955629023e-08 5.919154588696073915e-08 2.043047153676980088e-08 4.010871634818613529e-10 1.278976924368180335e-13 2.798317133567707060e-11 1.448094769096464063e-11
