# step, loss_train, loss_test, metrics_test
1.500000000000000000e+05 2.605914772857431672e-08 5.350328535769222071e-08 4.686351573468527931e-08 1.837028840157017839e-08 3.274180926382541656e-11 7.063150064823275898e-11 9.967582315084655420e-11 2.860434111795484569e-10 2.145805133579870017e-08 5.366875299728235404e-08 4.705427514295479341e-08 1.837296537132715457e-08 3.274180926382541656e-11 7.063150064823275898e-11 9.967582315084655420e-11 2.860434111795484569e-10
1.600000000000000000e+05 2.244867580714071664e-08 4.242990669922619418e-08 3.746277954519428022e-08 1.649614489451778354e-08 1.537046045996248722e-10 3.072742060794553254e-11 7.214229214014267200e-13 7.395473122784324005e-12 1.811705097054527869e-08 4.255048580148468318e-08 3.760826317034116073e-08 1.649464032027481153e-08 1.537046045996248722e-10 3.072742060794553254e-11 7.214229214014267200e-13 7.395473122784324005e-12
1.700000000000000000e+05 1.989046438666264294e-08 3.385205715744632471e-08 2.997040127183936420e-08 1.481837319516898788e-08 1.100488589145243168e-10 6.963318810448981822e-11 5.030997840549389366e-11 1.211812039603188396e-10 1.579121367001334875e-08 3.393779479665681720e-08 3.008059579201471934e-08 1.481312761342223894e-08 1.100488589145243168e-10 6.963318810448981822e-11 5.030997840549389366e-11 1.211812039603188396e-10
1.800000000000000000e+05 1.703675067687981937e-08 2.729693449055048404e-08 2.472676818854324665e-08 1.337356270170175776e-08 8.185452315956354141e-12 3.007016857736743987e-11 1.167121954637195813e-10 1.367040161626142947e-11 1.313645281442177293e-08 2.735739101922263217e-08 2.481261596187778196e-08 1.336516497474349308e-08 8.185452315956354141e-12 3.007016857736743987e-11 1.167121954637195813e-10 1.367040161626142947e-11
1.900000000000000000e+05 1.606836086409657582e-08 2.184545877526034019e-08 1.972896157553805097e-08 1.204014754563331735e-08 9.094947017729282379e-13 3.283275873400270939e-10 6.185187917395751356e-10 4.036277978514135611e-10 1.235209179384355593e-08 2.188423309235076886e-08 1.979250185968339792e-08 1.202899646557398228e-08 9.094947017729282379e-13 3.283275873400270939e-10 6.185187917395751356e-10 4.036277978514135611e-10
2.000000000000000000e+05 1.345554334619691872e-08 1.792745685236241115e-08 1.701005913901099120e-08 1.095243717941229988e-08 4.456524038687348366e-11 3.842615114990621805e-11 1.176800878965877928e-10 1.609724853413041501e-11 9.896022667987836030e-09 1.795302217999505956e-08 1.706174934668069909e-08 1.093923085448977872e-08 4.456524038687348366e-11 3.842615114990621805e-11 1.176800878965877928e-10 1.609724853413041501e-11
2.100000000000000000e+05 1.185034115280814149e-08 1.469791222064031899e-08 1.455209996947814943e-08 9.963256886180715810e-09 7.366907084360718727e-11 2.785327524179592729e-10 3.436220197272632504e-10 1.999735932400881211e-10 8.437329945820692956e-09 1.471243393780241604e-08 1.459337983789055215e-08 9.948244006352524593e-09 7.366907084360718727e-11 2.785327524179592729e-10 3.436220197272632504e-10 1.999735932400881211e-10
2.200000000000000000e+05 1.141633365620009499e-08 1.195649534935228075e-08 1.182406350608289358e-08 9.030964420730924758e-09 8.185452315956354141e-12 3.916866830877552275e-11 1.300382024282953353e-11 1.725321274737012800e-13 8.143934415727471787e-09 1.196130039460285843e-08 1.185399511882678780e-08 9.014380353278284019e-09 8.185452315956354141e-12 3.916866830877552275e-11 1.300382024282953353e-11 1.725321274737012800e-13
2.300000000000000000e+05 1.058205878479157036e-08 9.894507435603827616e-09 9.940176681766388356e-09 8.223943304130898468e-09 5.820766091346740723e-11 3.274180926382541656e-11 1.183275699645491841e-12 4.254931129654693223e-11 7.438389904024234056e-09 9.892883845452615788e-09 9.962506375416069204e-09 8.206111345998579054e-09 5.820766091346740723e-11 3.274180926382541656e-11 1.183275699645491841e-12 4.254931129654693223e-11
2.400000000000000000e+05 9.674014478378012427e-09 8.314091637373621779e-09 8.495720571488618589e-09 7.505924770612182328e-09 1.178705133497714996e-09 6.096811944189539645e-11 2.865476744773332030e-10 1.700029006457270953e-12 6.649592432239614936e-09 8.307727838996470382e-09 8.512409443994783942e-09 7.487059860977751669e-09 1.178705133497714996e-09 6.096811944189539645e-11 2.865476744773332030e-10 1.700029006457270953e-12
2.500000000000000000e+05 8.981626997695002501e-09 6.900989557578895983e-09 7.328928131045131522e-09 6.866324842036419795e-09 8.185452315956354141e-12 9.240608278560102917e-12 1.493027923515910516e-12 4.058003932883025300e-11 6.071201763546696384e-09 6.890891857125325259e-09 7.340633878527569323e-09 6.846693878514997778e-09 8.185452315956354141e-12 9.240608278560102917e-12 1.493027923515910516e-12 4.058003932883025300e-11
2.600000000000000000e+05 8.531603867822923348e-09 5.811701786484491095e-09 6.171537947352589981e-09 6.272585562072663379e-09 2.328306436538696289e-10 5.462652552523650229e-11 2.673616883441809478e-11 4.610714032793339356e-10 5.729686058941751980e-09 5.798679314494847858e-09 6.178485278951484361e-09 6.252347972690586175e-09 2.328306436538696289e-10 5.462652552523650229e-11 2.673616883441809478e-11 4.610714032793339356e-10
2.700000000000000000e+05 7.904478849241058924e-09 4.891115068517137843e-09 5.413523407327147652e-09 5.746188413979780307e-09 6.630216375924646854e-10 1.435331853372190380e-10 2.147637623295395315e-11 3.716558172328632281e-10 5.204509267997536881e-09 4.876132386755216430e-09 5.417168047472387116e-09 5.725514284904420492e-09 6.630216375924646854e-10 1.435331853372190380e-10 2.147637623295395315e-11 3.716558172328632281e-10
2.800000000000000000e+05 7.143325486680396352e-09 4.399190345338865882e-09 4.724518554155565653e-09 5.252290602442144518e-09 4.456524038687348366e-11 9.789857813302660361e-11 8.673617379884035472e-11 3.076873478224939618e-11 4.537346054434010512e-09 4.383895468862419875e-09 4.725423607965240080e-09 5.231190147725328643e-09 4.456524038687348366e-11 9.789857813302660361e-11 8.673617379884035472e-11 3.076873478224939618e-11
2.900000000000000000e+05 6.860010337561561755e-09 3.713636065327818869e-09 4.061612823846871834e-09 4.797962915858988708e-09 7.366907084360718727e-11 1.378772651605686406e-10 1.987112696610893181e-10 5.137246184006016847e-11 4.347276760796603412e-09 3.696723593904494010e-09 4.059503844189293886e-09 4.776651962856703904e-09 7.366907084360718727e-11 1.378772651605686406e-10 1.987112696610893181e-10 5.137246184006016847e-11
3.000000000000000000e+05 6.266261731724398487e-09 3.240480328514649955e-09 3.696331685176801329e-09 4.395674935153692786e-09 5.238689482212066650e-10 3.342748300383391324e-11 1.507629576735780574e-10 8.948522478569032046e-12 3.838621864815650042e-09 3.223224798176715922e-09 3.692478767192142186e-09 4.374209439106380160e-09 5.238689482212066650e-10 3.342748300383391324e-11 1.507629576735780574e-10 8.948522478569032046e-12
3.020000000000000000e+05 5.930709257029320725e-09 3.184480235063347209e-09 3.880225918351243308e-09 4.338506442991274525e-09 7.366907084360718727e-11 4.058762215208844282e-10 4.427000988016516203e-10 3.288678218638096951e-10 3.518008329095323461e-09 3.167967888018097256e-09 3.876984955297757551e-09 4.316978774454582890e-09 7.366907084360718727e-11 4.058762215208844282e-10 4.427000988016516203e-10 3.288678218638096951e-10
